ìi	ìi/iː	3
èe	èe/eː	3
òo	òo/oː	3
ɚ	ə˞	3
we	w e	3
wa	w a	3
ᴜ̃	ũ	3
âː	âː/aː	3
uu	uː	3
ı̂	î/i	3
.	NULL	4
ōː	oː	4
e:	eː	4
ạ	ạ/a	4
dzh	dzʰ	4
ĕ	ĕ	4
a:	aː	4
ɟj	ɟʲ	4
u:	uː	4
jo	j o	4
oo	oː	4
thl	tʰ l	4
ûu	ûu/u	5
jaa	j aː	5
ᴀ	ɑ̟	5
ii	iː	5
ǐ	ǐ/i	5
ju	j u	5
⁵₂	⁵/²	5
wə	w ə	5
ññ	ññ/ɲ	5
âw	a w	5
ěe	ěe/e	5
ju.	j u	5
³⁵₁₁	³⁵/¹¹	6
hl	l̥	6
a.	a	6
ị	ị/i	6
ǔu	ǔu/u	6
ḛ	ḛ	6
ǔ	ǔ	7
ṵː	ṵː	7
ɕh	ɕʰ	7
jɨɨ	j ɨː	7
²¹⁴₃₅	²¹⁴/³⁵	7
cçh	cçʰ	7
tl	t l	7
cçʰ	cçʰ	7
⁴⁵₃₅	⁴⁵/³⁵	7
(	NULL	7
ù	ù	8
ỹ	ỹ	8
)	NULL	8
àa	àa/a	8
ı̀	ì/i	8
ô	ô/o	8
îi	îi/i	8
hm	m̥	9
ji.	j i	9
jii	j iː	9
³¹₃₅	³¹/³⁵	9
ʲ	j	9
ñ	ɲ	9
rh	r̥	9
ja	j a	9
⁵³₃₅	⁵³/³⁵	10
aa	aː	10
ɯ̱	ɯ̠	10
hr	r̥	10
²¹₃₅	²¹/³⁵	10
⁵⁵₁₁	⁵⁵/¹¹	10
i:	iː	10
lh	l̥	11
ṃ	m̩	11
ndʐ	nɖʐ	12
-	+	12
aw	a w	12
hn	n̥	12
sh	sʰ	12
ì	ì/i	13
o₁	o₁/o	13
ò	ò/o	13
ǽ	ǽ/æ	13
ū	ū	14
cç	cç	15
ǎa	ǎa/a	15
jɨ	j ɨ	16
ŏ	ŏ	16
ǎ	ǎ	16
ʦ	ts	17
âa	âa/a	17
tʃh	tʃʰ	18
e̱	e̠	18
ẽ	ẽ	19
xh	xʰ	19
ó	ó/o	19
o₂	o₂/o	19
ç	ç	20
ǝ	ə	20
é	é/e	20
⁵³₅₅	⁵³/⁵⁵	20
ḭ	ḭ	21
ɔ:	ɔː	22
è	è/e	22
k͏ʰ	kʰ	23
ú	ú/u	23
dʐ	ɖʐ	24
ē	eː	24
²¹⁴₂₁	²¹⁴/²¹	24
ō	ō/oː	24
ī	iː	25
ɛ̱	ɛ̠	25
í	í/i	25
tʂh	ʈʂʰ	27
ɑ̱	ɑ̠	28
tʂʰ	ʈʂʰ	28
ji	j i	29
i̱	i̠	29
ᴇ	ᴇ/e	30
o̱	o̠	30
à	à/a	30
a̱	a̠	30
u̱	u̠	31
õ	õ	33
ê	ê/e	33
î	î/i	34
û	û/u	34
ṅ	ṅ/n	35
á	á/a	36
C/	C/	36
ũ	ũ	36
ã	ã	36
ṵ	ṵ	39
ā	ā/aː	41
â	â/a	58
tsh	tsʰ	60
tɕh	tɕʰ	65
ḥ	h	84
ᴜ	u	87
ĩ	ĩ	90
tʂ	ʈʂ	96
ă	ă	99
ph	pʰ	124
kh	kʰ	186
th	tʰ	186
◦	+	1305
